id,name,description,PerkType,icon_url,ConditionText,CompatibleEquipment,ExclusiveLabels,ExclusiveLabel,CraftModItem,GeneratedLabel
perkid_runeglassgem_threatsub_stamina,Energized Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. +1 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_stamina.png,,,,,,
perkid_runeglassgem_threatadd_mana,Siphoning Taunt,Generate ${300 * perkMultiplier}% more threat. +1.5 Mana on hit (2s cooldown).,,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_mana.png,,,,,,
perkid_runeglassgem_threatsub_mana,Siphoning Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. +0.8 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_mana.png,,,,,,
perkid_runeglassgem_threatadd_fire,Ignited Taunt,"Generate ${300 * perkMultiplier}% more threat. Hits inflict Burn, dealing ${8 * perkMultiplier}% Fire damage per second for 2s.",,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_fire.png,,,,,,
perkid_runeglassgem_threatsub_fire,Ignited Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. Your Fire attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_fire.png,,,,,,
perkid_runeglassgem_threatadd_ice,Frozen Taunt,"Generate ${300 * perkMultiplier}% more threat. Hits inflict Frostburn, dealing ${8 * perkMultiplier}% Ice damage per second for 2s.",,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_ice.png,,,,,,
perkid_runeglassgem_threatsub_ice,Frozen Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. Your Ice attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_ice.png,,,,,,
perkid_runeglassgem_threatadd_void,Abyssal Taunt,"Generate ${300 * perkMultiplier}% more threat. Hits inflict Corrosion, dealing ${8 * perkMultiplier}% Void damage per second for 2s.",,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_void.png,,,,,,
perkid_runeglassgem_threatsub_void,Abyssal Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. Your Void attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_void.png,,,,,,
perkid_runeglassgem_threatadd_lightning,Electrified Taunt,"Generate ${300 * perkMultiplier}% more threat. Hits inflict Surge, dealing ${8 * perkMultiplier}% Lightning damage per second for 2s.",,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_lightning.png,,,,,,
perkid_runeglassgem_threatsub_lightning,Electrified Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. Your Lightning attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_lightning.png,,,,,,
perkid_runeglassgem_threatadd_nature,Arboreal Taunt,"Generate ${300 * perkMultiplier}% more threat. Hits inflict Poison, dealing ${8 * perkMultiplier}% Nature damage per second for 2s.",,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_nature.png,,,,,,
perkid_runeglassgem_threatsub_nature,Arboreal Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. Your Nature attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_nature.png,,,,,,
perkid_runeglassgem_threatadd_arcane,Empowered Taunt,"Generate ${300 * perkMultiplier}% more threat. Hits inflict Hex, dealing ${8 * perkMultiplier}% Arcane damage per second for 2s.",,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_arcane.png,,,,,,
perkid_runeglassgem_threatsub_arcane,Empowered Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. Your Arcane attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_arcane.png,,,,,,
perkid_runeglassgem_threatadd_melee,Punishing Taunt,Generate ${300 * perkMultiplier}% more threat. Your melee attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_melee.png,,,,,,
perkid_runeglassgem_threatsub_melee,Punishing Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. Your melee attacks deal +1% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_melee.png,,,,,,
perkid_runeglassgem_threatadd_ranged,Sighted Taunt,Generate ${300 * perkMultiplier}% more threat. Your ranged attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_ranged.png,,,,,,
perkid_runeglassgem_threatsub_ranged,Sighted Calm,Generate ${8 * perkMultiplier}% less threat and deal 1.5% more damage to taunted foes. Your ranged attacks deal +1% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/carneliancutt4_ranged.png,,,,,,
perkid_runeglassgem_natureadd_heal,Leeching Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Heal for 3% of the damage you deal (2s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_health.png,,,,,,
perkid_runeglassgem_naturesub_heal,Leeching Nature Ward,+5% Nature Damage Absorption. Heal for 1% of the damage you deal (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_health.png,,,,,,
perkid_runeglassgem_natureadd_stamina,Energized Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). +4 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_stamina.png,,,,,,
perkid_runeglassgem_naturesub_stamina,Energized Nature Ward,+5% Nature Damage Absorption. +1 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_stamina.png,,,,,,
perkid_runeglassgem_natureadd_mana,Siphoning Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). +1.5 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_mana.png,,,,,,
perkid_runeglassgem_naturesub_mana,Siphoning Nature Ward,+5% Nature Damage Absorption. +0.8 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_mana.png,,,,,,
perkid_runeglassgem_natureadd_fire,Ignited Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Hits inflict Burn, dealing ${8 * perkMultiplier}% Fire damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_fire.png,,,,,,
perkid_runeglassgem_naturesub_fire,Ignited Nature Ward,+5% Nature Damage Absorption. Your Fire attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_fire.png,,,,,,
perkid_runeglassgem_natureadd_ice,Frozen Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Hits inflict Frostburn, dealing ${8 * perkMultiplier}% Ice damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_ice.png,,,,,,
perkid_runeglassgem_naturesub_ice,Frozen Nature Ward,+5% Nature Damage Absorption. Your Ice attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_ice.png,,,,,,
perkid_runeglassgem_natureadd_void,Abyssal Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Hits inflict Corrosion, dealing ${8 * perkMultiplier}% Void damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_void.png,,,,,,
perkid_runeglassgem_naturesub_void,Abyssal Nature Ward,+5% Nature Damage Absorption. Your Void attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_void.png,,,,,,
perkid_runeglassgem_natureadd_lightning,Electrified Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Hits inflict Surge, dealing ${8 * perkMultiplier}% Lightning damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_lightning.png,,,,,,
perkid_runeglassgem_naturesub_lightning,Electrified Nature Ward,+5% Nature Damage Absorption. Your Lightning attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_lightning.png,,,,,,
perkid_runeglassgem_natureadd_nature,Augmented Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Hits inflict Poison, dealing ${8 * perkMultiplier}% Nature damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_nature.png,,,,,,
perkid_runeglassgem_naturesub_nature,Arboreal Nature Ward,+5% Nature Damage Absorption. Your Nature attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_nature.png,,,,,,
perkid_runeglassgem_natureadd_arcane,Empowered Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Hits inflict Hex, dealing ${8 * perkMultiplier}% Arcane damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_arcane.png,,,,,,
perkid_runeglassgem_naturesub_arcane,Empowered Nature Ward,+5% Nature Damage Absorption. Your Arcane attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_arcane.png,,,,,,
perkid_runeglassgem_natureadd_melee,Punishing Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Your melee attacks deal +2% damage. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_melee.png,,,,,,
perkid_runeglassgem_naturesub_melee,Punishing Nature Ward,+5% Nature Damage Absorption. Your melee attacks deal +1% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_melee.png,,,,,,
perkid_runeglassgem_natureadd_ranged,Sighted Arboreal,"Convert 50% of damage dealt to Nature (If FOC is higher, replace weapon scaling with FOC, but at 55% scaling). Your ranged attacks deal +2% damage. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/ambercutt4_ranged.png,,,,,,
perkid_runeglassgem_naturesub_ranged,Sighted Nature Ward,+5% Nature Damage Absorption. Your ranged attacks deal +1% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/ambercutt4_ranged.png,,,,,,
perkid_runeglassgem_voidadd_heal,Leeching Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Heal for 3% of the damage you deal (2s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_health.png,,,,,,
perkid_runeglassgem_voidsub_heal,Leeching Abyssal Ward,+5% Void Damage Absorption. Heal for 1% of the damage you deal (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_health.png,,,,,,
perkid_runeglassgem_voidadd_stamina,Energized Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). +4 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_stamina.png,,,,,,
perkid_runeglassgem_voidsub_stamina,Energized Abyssal Ward,+5% Void Damage Absorption. +1 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_stamina.png,,,,,,
perkid_runeglassgem_voidadd_mana,Siphoning Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). +1.5 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_mana.png,,,,,,
perkid_runeglassgem_voidsub_mana,Siphoning Abyssal Ward,+5% Void Damage Absorption. +0.8 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_mana.png,,,,,,
perkid_runeglassgem_voidadd_fire,Ignited Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Burn, dealing ${8 * perkMultiplier}% Fire damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_fire.png,,,,,,
perkid_runeglassgem_voidsub_fire,Ignited Abyssal Ward,+5% Void Damage Absorption. Your Fire attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_fire.png,,,,,,
perkid_runeglassgem_voidadd_ice,Frozen Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Frostburn, dealing ${8 * perkMultiplier}% Ice damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_ice.png,,,,,,
perkid_runeglassgem_voidsub_ice,Frozen Abyssal Ward,+5% Void Damage Absorption. Your Ice attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_ice.png,,,,,,
perkid_runeglassgem_voidadd_void,Augmented Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling. Hits inflict Corrosion, dealing ${8 * perkMultiplier}% Void damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_void.png,,,,,,
perkid_runeglassgem_voidsub_void,Augmented Abyssal Ward,+5% Void Damage Absorption. Your Void attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_void.png,,,,,,
perkid_runeglassgem_voidadd_lightning,Electrified Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Surge, dealing ${8 * perkMultiplier}% Lightning damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_lightning.png,,,,,,
perkid_runeglassgem_voidsub_lightning,Electrified Abyssal Ward,+5% Void Damage Absorption. Your Lightning attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_lightning.png,,,,,,
perkid_runeglassgem_voidadd_nature,Arboreal Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Poison, dealing ${8 * perkMultiplier}% Nature damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_nature.png,,,,,,
perkid_runeglassgem_voidsub_nature,Arboreal Abyssal Ward,+5% Void Damage Absorption. Your Nature attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_nature.png,,,,,,
perkid_runeglassgem_voidadd_arcane,Empowered Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Hex, dealing ${8 * perkMultiplier}% Arcane damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_arcane.png,,,,,,
perkid_runeglassgem_voidsub_arcane,Empowered Abyssal Ward,+5% Void Damage Absorption. Your Arcane attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_arcane.png,,,,,,
perkid_runeglassgem_voidadd_melee,Punishing Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Your melee attacks deal +2% damage. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_melee.png,,,,,,
perkid_runeglassgem_voidsub_melee,Punishing Abyssal Ward,+5% Void Damage Absorption. Your melee attacks deal +1% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_melee.png,,,,,,
perkid_runeglassgem_voidadd_ranged,Sighted Abyssal,"Convert 50% of damage dealt to Void (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Your ranged attacks deal +2% damage. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_ranged.png,,,,,,
perkid_runeglassgem_voidsub_ranged,Sighted Abyssal Ward,+5% Void Damage Absorption. Your ranged attacks deal +1% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/amethystcutt4_ranged.png,,,,,,
perkid_runeglassgem_iceadd_heal,Leeching Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Heal for 3% of the damage you deal (2s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_health.png,,,,,,
perkid_runeglassgem_icesub_heal,Leeching Ice Ward,+5% Ice Damage Absorption. Heal for 1% of the damage you deal (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_health.png,,,,,,
perkid_runeglassgem_iceadd_stamina,Energized Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). +4 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_stamina.png,,,,,,
perkid_runeglassgem_icesub_stamina,Energized Ice Ward,+5% Ice Damage Absorption. +1 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_stamina.png,,,,,,
perkid_runeglassgem_iceadd_mana,Siphoning Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). +1.5 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_mana.png,,,,,,
perkid_runeglassgem_icesub_mana,Siphoning Ice Ward,+5% Ice Damage Absorption. +0.8 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_mana.png,,,,,,
perkid_runeglassgem_iceadd_fire,Ignited Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Burn, dealing ${8 * perkMultiplier}% Fire damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_fire.png,,,,,,
perkid_runeglassgem_icesub_fire,Ignited Ice Ward,+5% Ice Damage Absorption. Your Fire attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_fire.png,,,,,,
perkid_runeglassgem_iceadd_ice,Augmented Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Frostburn, dealing ${8 * perkMultiplier}% Ice damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_ice.png,,,,,,
perkid_runeglassgem_icesub_ice,Frozen Ice Ward,+5% Ice Damage Absorption. Your Ice attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_ice.png,,,,,,
perkid_runeglassgem_iceadd_void,Abyssal Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Corrosion, dealing ${8 * perkMultiplier}% Void damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_void.png,,,,,,
perkid_runeglassgem_icesub_void,Abyssal Ice Ward,+5% Ice Damage Absorption. Your Void attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_void.png,,,,,,
perkid_runeglassgem_iceadd_lightning,Electrified Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Surge, dealing ${8 * perkMultiplier}% Lightning damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_lightning.png,,,,,,
perkid_runeglassgem_icesub_lightning,Electrified Ice Ward,+5% Ice Damage Absorption. Your Lightning attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_lightning.png,,,,,,
perkid_runeglassgem_iceadd_nature,Arboreal Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Poison, dealing ${8 * perkMultiplier}% Nature damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_nature.png,,,,,,
perkid_runeglassgem_icesub_nature,Arboreal Ice Ward,+5% Ice Damage Absorption. Your Nature attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_nature.png,,,,,,
perkid_runeglassgem_iceadd_arcane,Empowered Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Hits inflict Hex, dealing ${8 * perkMultiplier}% Arcane damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_arcane.png,,,,,,
perkid_runeglassgem_icesub_arcane,Empowered Ice Ward,+5% Ice Damage Absorption. Your Arcane attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_arcane.png,,,,,,
perkid_runeglassgem_iceadd_melee,Punishing Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Your melee attacks deal +2% damage. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_melee.png,,,,,,
perkid_runeglassgem_icesub_melee,Punishing Ice Ward,+5% Ice Damage Absorption. Your melee attacks deal +1% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_melee.png,,,,,,
perkid_runeglassgem_iceadd_ranged,Sighted Frozen,"Convert 50% of damage dealt to Ice (If INT is higher, replace weapon scaling with INT, but at 65% scaling). Your ranged attacks deal +2% damage. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_ranged.png,,,,,,
perkid_runeglassgem_icesub_ranged,Sighted Ice Ward,+5% Ice Damage Absorption. Your ranged attacks deal +1% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/aquamarinecutt4_ranged.png,,,,,,
perkid_runeglassgem_wildadd_heal,Leeching Rally,+12% damage and outgoing healing while at full Health. Heal for 3% of the damage you deal (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_health.png,,,,,,
perkid_runeglassgem_wildsub_heal,Leeching Wilderness Ward,+1.5% Physical and +0.5% Elemental Damage Absorption. Heal for 1% of the damage you deal (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_health.png,,,,,,
perkid_runeglassgem_wildadd_stamina,Energized Rally,+12% damage and outgoing healing while at full Health. +4 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_stamina.png,,,,,,
perkid_runeglassgem_wildsub_stamina,Energized Wilderness Ward,+1.5% Physical and +0.5% Elemental Damage Absorption. +1 Stamina on hit (3s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_stamina.png,,,,,,
perkid_runeglassgem_wildadd_mana,Siphoning Rally,+12% damage and outgoing healing while at full Health. +1.5 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_mana.png,,,,,,
perkid_runeglassgem_wildsub_mana,Siphoning Wilderness Ward,+1.5% Physical and +0.5% Elemental Damage Absorption. +0.8 Mana on hit (2s cooldown). (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_mana.png,,,,,,
perkid_runeglassgem_wildadd_fire,Ignited Rally,"+12% damage and outgoing healing while at full Health. Hits inflict Burn, dealing ${8 * perkMultiplier}% Fire damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_fire.png,,,,,,
perkid_runeglassgem_wildsub_fire,Ignited Wilderness Ward,+1.5% Physical and +0.5% Elemental Damage Absorption. Your Fire attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_fire.png,,,,,,
perkid_runeglassgem_wildadd_ice,Frozen Rally,"+12% damage and outgoing healing while at full Health. Hits inflict Frostburn, dealing ${8 * perkMultiplier}% Ice damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_ice.png,,,,,,
perkid_runeglassgem_wildsub_ice,Frozen Wilderness Ward,+1.5% Physical and +0.5% Elemental Damage Absorption. Your Ice attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_ice.png,,,,,,
perkid_runeglassgem_wildadd_void,Abyssal Rally,"+12% damage and outgoing healing while at full Health. Hits inflict Corrosion, dealing ${8 * perkMultiplier}% Void damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_void.png,,,,,,
perkid_runeglassgem_wildsub_void,Abyssal Wilderness Ward,+1.5% Physical and +0.5% Elemental Damage Absorption. Your Void attacks deal +2% damage. (Note: Actual values may scale with Gear Score.),,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_void.png,,,,,,
perkid_runeglassgem_wildadd_lightning,Electrified Rally,"+12% damage and outgoing healing while at full Health. Hits inflict Surge, dealing ${8 * perkMultiplier}% Lightning damage per second for 2s. (Note: Actual values may scale with Gear Score.)",,https://nwdb.info/images/icons/items/runeglass/diamondcutt4_lightning.png,,,,,,
